species,life_stage,velocity,suit
steelhead,adult,1.14,0.27
steelhead,adult,1.15,0.25
steelhead,adult,1.16,0.23
steelhead,adult,1.17,0.21
steelhead,adult,1.18,0.19
steelhead,adult,1.19,0.17
steelhead,adult,1.2,0.15
steelhead,adult,1.21,0.13
steelhead,adult,1.22,0.11
steelhead,adult,1.23,0.1
steelhead,adult,1.24,0.08
steelhead,adult,1.25,0.06
steelhead,adult,1.26,0.04
steelhead,adult,1.27,0.02
steelhead,adult,1.28,0
steelhead,adult,1.29,0
steelhead,adult,1.3,0
steelhead,adult,1.31,0
steelhead,adult,1.32,0
steelhead,adult,1.33,0
steelhead,adult,1.34,0
steelhead,adult,1.35,0
steelhead,adult,1.36,0
steelhead,adult,1.37,0
steelhead,adult,1.38,0
steelhead,adult,1.39,0
steelhead,adult,1.4,0
steelhead,adult,1.41,0
steelhead,adult,1.42,0
steelhead,adult,1.43,0
steelhead,adult,1.44,0
steelhead,adult,1.45,0
steelhead,adult,1.46,0
steelhead,adult,1.47,0
steelhead,adult,1.48,0
steelhead,adult,1.49,0
steelhead,adult,1.5,0
steelhead,adult,1.51,0
steelhead,adult,1.52,0
steelhead,adult,1.53,0
steelhead,adult,1.54,0
steelhead,adult,1.55,0
steelhead,adult,1.56,0
steelhead,adult,1.57,0
steelhead,adult,1.58,0
steelhead,adult,1.59,0
steelhead,adult,1.6,0
steelhead,adult,1.61,0
steelhead,adult,1.62,0
steelhead,adult,1.63,0
steelhead,adult,1.64,0
steelhead,adult,1.65,0
steelhead,adult,1.66,0
steelhead,adult,1.67,0
steelhead,adult,1.68,0
steelhead,adult,1.69,0
steelhead,adult,1.7,0
steelhead,adult,1.71,0
steelhead,adult,1.72,0
steelhead,adult,1.73,0
steelhead,adult,1.74,0
steelhead,adult,1.75,0
steelhead,adult,1.76,0
steelhead,adult,1.77,0
steelhead,adult,1.78,0
steelhead,adult,1.79,0
steelhead,adult,1.8,0
steelhead,adult,1.81,0
steelhead,adult,1.82,0
steelhead,adult,1.83,0
steelhead,adult,1.84,0
steelhead,adult,1.85,0
steelhead,adult,1.86,0
steelhead,adult,1.87,0
steelhead,adult,1.88,0
steelhead,adult,1.89,0
steelhead,adult,1.9,0
steelhead,adult,1.91,0
steelhead,adult,1.92,0
steelhead,adult,1.93,0
steelhead,adult,1.94,0
steelhead,adult,1.95,0
steelhead,adult,1.96,0
steelhead,adult,1.97,0
steelhead,adult,1.98,0
steelhead,adult,1.99,0
steelhead,adult,2,0
steelhead,adult,2.01,0
steelhead,adult,2.02,0
steelhead,adult,2.03,0
steelhead,adult,2.04,0
steelhead,adult,2.05,0
steelhead,adult,2.06,0
steelhead,adult,2.07,0
steelhead,adult,2.08,0
steelhead,adult,2.09,0
steelhead,adult,2.1,0
steelhead,adult,2.11,0
steelhead,adult,2.12,0
steelhead,adult,2.13,0
steelhead,adult,2.14,0
steelhead,adult,2.15,0
steelhead,adult,2.16,0
steelhead,adult,2.17,0
steelhead,adult,2.18,0
steelhead,adult,2.19,0
steelhead,adult,2.2,0
steelhead,adult,2.21,0
steelhead,adult,2.22,0
steelhead,adult,2.23,0
steelhead,adult,2.24,0
steelhead,adult,2.25,0
steelhead,adult,2.26,0
steelhead,adult,2.27,0
steelhead,adult,2.28,0
steelhead,adult,2.29,0
steelhead,adult,2.3,0
steelhead,adult,2.31,0
steelhead,adult,2.32,0
steelhead,adult,2.33,0
steelhead,adult,2.34,0
steelhead,adult,2.35,0
steelhead,adult,2.36,0
steelhead,adult,2.37,0
steelhead,adult,2.38,0
steelhead,adult,2.39,0
steelhead,adult,2.4,0
steelhead,adult,2.41,0
steelhead,adult,2.42,0
steelhead,adult,2.43,0
steelhead,adult,2.44,0
steelhead,adult,2.45,0
steelhead,adult,2.46,0
steelhead,adult,2.47,0
steelhead,adult,2.48,0
steelhead,adult,2.49,0
steelhead,adult,2.5,0
steelhead,adult,2.51,0
steelhead,adult,2.52,0
steelhead,adult,2.53,0
steelhead,adult,2.54,0
steelhead,adult,2.55,0
steelhead,adult,2.56,0
steelhead,adult,2.57,0
steelhead,adult,2.58,0
steelhead,adult,2.59,0
steelhead,adult,2.6,0
steelhead,adult,2.61,0
steelhead,adult,2.62,0
steelhead,adult,2.63,0
steelhead,adult,2.64,0
steelhead,adult,2.65,0
steelhead,adult,2.66,0
steelhead,adult,2.67,0
steelhead,adult,2.68,0
steelhead,adult,2.69,0
steelhead,adult,2.7,0
steelhead,adult,2.71,0
steelhead,adult,2.72,0
steelhead,adult,2.73,0
steelhead,adult,2.74,0
steelhead,adult,2.75,0
steelhead,adult,2.76,0
steelhead,adult,2.77,0
steelhead,adult,2.78,0
steelhead,adult,2.79,0
steelhead,adult,2.8,0
steelhead,adult,2.81,0
steelhead,adult,2.82,0
steelhead,adult,2.83,0
steelhead,adult,2.84,0
steelhead,adult,2.85,0
steelhead,adult,2.86,0
steelhead,adult,2.87,0
steelhead,adult,2.88,0
steelhead,adult,2.89,0
steelhead,adult,2.9,0
steelhead,adult,2.91,0
steelhead,adult,2.92,0
steelhead,adult,2.93,0
steelhead,adult,2.94,0
steelhead,adult,2.95,0
steelhead,adult,2.96,0
steelhead,adult,2.97,0
steelhead,adult,2.98,0
steelhead,adult,2.99,0
steelhead,adult,3,0
steelhead,adult,3.01,0
steelhead,adult,3.02,0
steelhead,adult,3.03,0
steelhead,adult,3.04,0
steelhead,adult,3.05,0
steelhead,adult,3.06,0
steelhead,adult,3.07,0
steelhead,adult,3.08,0
steelhead,adult,3.09,0
steelhead,adult,3.1,0
steelhead,adult,3.11,0
steelhead,adult,3.12,0
steelhead,adult,3.13,0
steelhead,adult,3.14,0
steelhead,adult,3.15,0
steelhead,adult,3.16,0
steelhead,adult,3.17,0
steelhead,adult,3.18,0
steelhead,adult,3.19,0
steelhead,adult,3.2,0
steelhead,adult,3.21,0
steelhead,adult,3.22,0
steelhead,adult,3.23,0
steelhead,adult,3.24,0
steelhead,adult,3.25,0
steelhead,adult,3.26,0
steelhead,adult,3.27,0
steelhead,adult,3.28,0
steelhead,adult,3.29,0
steelhead,adult,3.3,0
steelhead,adult,3.31,0
steelhead,adult,3.32,0
steelhead,adult,3.33,0
steelhead,adult,3.34,0
steelhead,adult,3.35,0
steelhead,adult,3.36,0
steelhead,adult,3.37,0
steelhead,adult,3.38,0
steelhead,adult,3.39,0
steelhead,adult,3.4,0
steelhead,adult,3.41,0
steelhead,adult,3.42,0
steelhead,adult,3.43,0
steelhead,adult,3.44,0
steelhead,adult,3.45,0
steelhead,adult,3.46,0
steelhead,adult,3.47,0
steelhead,adult,3.48,0
steelhead,adult,3.49,0
steelhead,adult,3.5,0
steelhead,adult,3.51,0
steelhead,adult,3.52,0
steelhead,adult,3.53,0
steelhead,adult,3.54,0
steelhead,adult,3.55,0
steelhead,adult,3.56,0
steelhead,adult,3.57,0
steelhead,adult,3.58,0
steelhead,adult,3.59,0
steelhead,adult,3.6,0
steelhead,adult,3.61,0
steelhead,adult,3.62,0
steelhead,adult,3.63,0
steelhead,adult,3.64,0
steelhead,adult,3.65,0
steelhead,adult,3.66,0
steelhead,adult,3.67,0
steelhead,adult,3.68,0
steelhead,adult,3.69,0
steelhead,adult,3.7,0
steelhead,adult,3.71,0
steelhead,adult,3.72,0
steelhead,adult,3.73,0
steelhead,adult,3.74,0
steelhead,adult,3.75,0
steelhead,adult,3.76,0
steelhead,adult,3.77,0
steelhead,adult,3.78,0
steelhead,adult,3.79,0
steelhead,adult,3.8,0
steelhead,adult,3.81,0
steelhead,adult,3.82,0
steelhead,adult,3.83,0
steelhead,adult,3.84,0
steelhead,adult,3.85,0
steelhead,adult,3.86,0
steelhead,adult,3.87,0
steelhead,adult,3.88,0
steelhead,adult,3.89,0
steelhead,adult,3.9,0
steelhead,adult,3.91,0
steelhead,adult,3.92,0
steelhead,adult,3.93,0
steelhead,adult,3.94,0
steelhead,adult,3.95,0
steelhead,adult,3.96,0
steelhead,adult,3.97,0
steelhead,adult,3.98,0
steelhead,adult,3.99,0
steelhead,adult,4,0
chinook,adult,0,0
chinook,adult,0.01,0
chinook,adult,0.02,0
chinook,adult,0.03,0
chinook,adult,0.04,0
chinook,adult,0.05,0
chinook,adult,0.06,0
chinook,adult,0.07,0
chinook,adult,0.08,0
chinook,adult,0.09,0
chinook,adult,0.1,0
chinook,adult,0.11,0
chinook,adult,0.12,0
chinook,adult,0.13,0
chinook,adult,0.14,0
chinook,adult,0.15,0
chinook,adult,0.16,0.06
chinook,adult,0.17,0.11
chinook,adult,0.18,0.17
chinook,adult,0.19,0.22
chinook,adult,0.2,0.28
chinook,adult,0.21,0.33
chinook,adult,0.22,0.39
chinook,adult,0.23,0.44
chinook,adult,0.24,0.5
chinook,adult,0.25,0.55
chinook,adult,0.26,0.57
chinook,adult,0.27,0.59
chinook,adult,0.28,0.6
chinook,adult,0.29,0.62
chinook,adult,0.3,0.64
chinook,adult,0.31,0.66
chinook,adult,0.32,0.68
chinook,adult,0.33,0.69
chinook,adult,0.34,0.71
chinook,adult,0.35,0.73
chinook,adult,0.36,0.75
chinook,adult,0.37,0.77
chinook,adult,0.38,0.78
chinook,adult,0.39,0.8
chinook,adult,0.4,0.82
chinook,adult,0.41,0.84
chinook,adult,0.42,0.86
chinook,adult,0.43,0.87
chinook,adult,0.44,0.89
chinook,adult,0.45,0.91
chinook,adult,0.46,0.93
chinook,adult,0.47,0.95
chinook,adult,0.48,0.96
chinook,adult,0.49,0.98
chinook,adult,0.5,1
chinook,adult,0.51,1
chinook,adult,0.52,1
chinook,adult,0.53,1
chinook,adult,0.54,1
chinook,adult,0.55,1
chinook,adult,0.56,1
chinook,adult,0.57,1
chinook,adult,0.58,1
chinook,adult,0.59,1
chinook,adult,0.6,1
chinook,adult,0.61,1
chinook,adult,0.62,1
chinook,adult,0.63,1
chinook,adult,0.64,1
chinook,adult,0.65,1
chinook,adult,0.66,1
chinook,adult,0.67,1
chinook,adult,0.68,1
chinook,adult,0.69,1
chinook,adult,0.7,1
chinook,adult,0.71,1
chinook,adult,0.72,1
chinook,adult,0.73,1
chinook,adult,0.74,1
chinook,adult,0.75,1
chinook,adult,0.76,1
chinook,adult,0.77,1
chinook,adult,0.78,1
chinook,adult,0.79,1
chinook,adult,0.8,1
chinook,adult,0.81,1
chinook,adult,0.82,1
chinook,adult,0.83,1
chinook,adult,0.84,1
chinook,adult,0.85,1
chinook,adult,0.86,1
chinook,adult,0.87,1
chinook,adult,0.88,1
chinook,adult,0.89,1
chinook,adult,0.9,1
chinook,adult,0.91,1
chinook,adult,0.92,1
chinook,adult,0.93,1
chinook,adult,0.94,1
chinook,adult,0.95,1
chinook,adult,0.96,1
chinook,adult,0.97,1
chinook,adult,0.98,1
chinook,adult,0.99,1
chinook,adult,1,1
chinook,adult,1.01,1
chinook,adult,1.02,1
chinook,adult,1.03,1
chinook,adult,1.04,1
chinook,adult,1.05,1
chinook,adult,1.06,1
chinook,adult,1.07,1
chinook,adult,1.08,1
chinook,adult,1.09,1
chinook,adult,1.1,1
chinook,adult,1.11,1
chinook,adult,1.12,1
chinook,adult,1.13,1
chinook,adult,1.14,1
chinook,adult,1.15,1
chinook,adult,1.16,1
chinook,adult,1.17,1
chinook,adult,1.18,1
chinook,adult,1.19,1
chinook,adult,1.2,1
chinook,adult,1.21,1
chinook,adult,1.22,1
chinook,adult,1.23,1
chinook,adult,1.24,1
chinook,adult,1.25,1
chinook,adult,1.26,0.99
chinook,adult,1.27,0.98
chinook,adult,1.28,0.98
chinook,adult,1.29,0.97
chinook,adult,1.3,0.96
chinook,adult,1.31,0.95
chinook,adult,1.32,0.94
chinook,adult,1.33,0.94
chinook,adult,1.34,0.93
chinook,adult,1.35,0.92
chinook,adult,1.36,0.91
chinook,adult,1.37,0.9
chinook,adult,1.38,0.9
chinook,adult,1.39,0.89
chinook,adult,1.4,0.88
chinook,adult,1.41,0.87
chinook,adult,1.42,0.86
chinook,adult,1.43,0.86
chinook,adult,1.44,0.85
chinook,adult,1.45,0.84
chinook,adult,1.46,0.83
chinook,adult,1.47,0.82
chinook,adult,1.48,0.82
chinook,adult,1.49,0.81
chinook,adult,1.5,0.8
chinook,adult,1.51,0.79
chinook,adult,1.52,0.78
chinook,adult,1.53,0.78
chinook,adult,1.54,0.77
chinook,adult,1.55,0.76
chinook,adult,1.56,0.75
chinook,adult,1.57,0.74
chinook,adult,1.58,0.74
chinook,adult,1.59,0.73
chinook,adult,1.6,0.72
chinook,adult,1.61,0.71
chinook,adult,1.62,0.7
chinook,adult,1.63,0.7
chinook,adult,1.64,0.69
chinook,adult,1.65,0.68
chinook,adult,1.66,0.67
chinook,adult,1.67,0.66
chinook,adult,1.68,0.65
chinook,adult,1.69,0.65
chinook,adult,1.7,0.64
chinook,adult,1.71,0.63
chinook,adult,1.72,0.62
chinook,adult,1.73,0.62
chinook,adult,1.74,0.61
chinook,adult,1.75,0.6
chinook,adult,1.76,0.59
chinook,adult,1.77,0.58
chinook,adult,1.78,0.56
chinook,adult,1.79,0.55
chinook,adult,1.8,0.54
chinook,adult,1.81,0.53
chinook,adult,1.82,0.52
chinook,adult,1.83,0.5
chinook,adult,1.84,0.49
chinook,adult,1.85,0.48
chinook,adult,1.86,0.47
chinook,adult,1.87,0.46
chinook,adult,1.88,0.44
chinook,adult,1.89,0.43
chinook,adult,1.9,0.42
chinook,adult,1.91,0.41
chinook,adult,1.92,0.4
chinook,adult,1.93,0.38
chinook,adult,1.94,0.37
chinook,adult,1.95,0.36
chinook,adult,1.96,0.35
chinook,adult,1.97,0.34
chinook,adult,1.98,0.32
chinook,adult,1.99,0.32
chinook,adult,2,0.3
chinook,adult,2.01,0.28
chinook,adult,2.02,0.26
chinook,adult,2.03,0.24
chinook,adult,2.04,0.22
chinook,adult,2.05,0.2
chinook,adult,2.06,0.18
chinook,adult,2.07,0.16
chinook,adult,2.08,0.14
chinook,adult,2.09,0.12
chinook,adult,2.1,0.1
chinook,adult,2.11,0.08
chinook,adult,2.12,0.06
chinook,adult,2.13,0.04
chinook,adult,2.14,0.02
chinook,adult,2.15,0
chinook,adult,2.16,0
chinook,adult,2.17,0
chinook,adult,2.18,0
chinook,adult,2.19,0
chinook,adult,2.2,0
chinook,adult,2.21,0
chinook,adult,2.22,0
chinook,adult,2.23,0
chinook,adult,2.24,0
chinook,adult,2.25,0
chinook,adult,2.26,0
chinook,adult,2.27,0
chinook,adult,2.28,0
chinook,adult,2.29,0
chinook,adult,2.3,0
chinook,adult,2.31,0
chinook,adult,2.32,0
chinook,adult,2.33,0
chinook,adult,2.34,0
chinook,adult,2.35,0
chinook,adult,2.36,0
chinook,adult,2.37,0
chinook,adult,2.38,0
chinook,adult,2.39,0
chinook,adult,2.4,0
chinook,adult,2.41,0
chinook,adult,2.42,0
chinook,adult,2.43,0
chinook,adult,2.44,0
chinook,adult,2.45,0
chinook,adult,2.46,0
chinook,adult,2.47,0
chinook,adult,2.48,0
chinook,adult,2.49,0
chinook,adult,2.5,0
chinook,adult,2.51,0
chinook,adult,2.52,0
chinook,adult,2.53,0
chinook,adult,2.54,0
chinook,adult,2.55,0
chinook,adult,2.56,0
chinook,adult,2.57,0
chinook,adult,2.58,0
chinook,adult,2.59,0
chinook,adult,2.6,0
chinook,adult,2.61,0
chinook,adult,2.62,0
chinook,adult,2.63,0
chinook,adult,2.64,0
chinook,adult,2.65,0
chinook,adult,2.66,0
chinook,adult,2.67,0
chinook,adult,2.68,0
chinook,adult,2.69,0
chinook,adult,2.7,0
chinook,adult,2.71,0
chinook,adult,2.72,0
chinook,adult,2.73,0
chinook,adult,2.74,0
chinook,adult,2.75,0
chinook,adult,2.76,0
chinook,adult,2.77,0
chinook,adult,2.78,0
chinook,adult,2.79,0
chinook,adult,2.8,0
chinook,adult,2.81,0
chinook,adult,2.82,0
chinook,adult,2.83,0
chinook,adult,2.84,0
chinook,adult,2.85,0
chinook,adult,2.86,0
chinook,adult,2.87,0
chinook,adult,2.88,0
chinook,adult,2.89,0
chinook,adult,2.9,0
chinook,adult,2.91,0
chinook,adult,2.92,0
chinook,adult,2.93,0
chinook,adult,2.94,0
chinook,adult,2.95,0
chinook,adult,2.96,0
chinook,adult,2.97,0
chinook,adult,2.98,0
chinook,adult,2.99,0
chinook,adult,3,0
chinook,adult,3.01,0
chinook,adult,3.02,0
chinook,adult,3.03,0
chinook,adult,3.04,0
chinook,adult,3.05,0
chinook,adult,3.06,0
chinook,adult,3.07,0
chinook,adult,3.08,0
chinook,adult,3.09,0
chinook,adult,3.1,0
chinook,adult,3.11,0
chinook,adult,3.12,0
chinook,adult,3.13,0
chinook,adult,3.14,0
chinook,adult,3.15,0
chinook,adult,3.16,0
chinook,adult,3.17,0
chinook,adult,3.18,0
chinook,adult,3.19,0
chinook,adult,3.2,0
chinook,adult,3.21,0
chinook,adult,3.22,0
chinook,adult,3.23,0
chinook,adult,3.24,0
chinook,adult,3.25,0
chinook,adult,3.26,0
chinook,adult,3.27,0
chinook,adult,3.28,0
chinook,adult,3.29,0
chinook,adult,3.3,0
chinook,adult,3.31,0
chinook,adult,3.32,0
chinook,adult,3.33,0
chinook,adult,3.34,0
chinook,adult,3.35,0
chinook,adult,3.36,0
chinook,adult,3.37,0
chinook,adult,3.38,0
chinook,adult,3.39,0
chinook,adult,3.4,0
chinook,adult,3.41,0
chinook,adult,3.42,0
chinook,adult,3.43,0
chinook,adult,3.44,0
chinook,adult,3.45,0
chinook,adult,3.46,0
chinook,adult,3.47,0
chinook,adult,3.48,0
chinook,adult,3.49,0
chinook,adult,3.5,0
chinook,adult,3.51,0
chinook,adult,3.52,0
chinook,adult,3.53,0
chinook,adult,3.54,0
chinook,adult,3.55,0
chinook,adult,3.56,0
chinook,adult,3.57,0
chinook,adult,3.58,0
chinook,adult,3.59,0
chinook,adult,3.6,0
chinook,adult,3.61,0
chinook,adult,3.62,0
chinook,adult,3.63,0
chinook,adult,3.64,0
chinook,adult,3.65,0
chinook,adult,3.66,0
chinook,adult,3.67,0
chinook,adult,3.68,0
chinook,adult,3.69,0
chinook,adult,3.7,0
chinook,adult,3.71,0
chinook,adult,3.72,0
chinook,adult,3.73,0
chinook,adult,3.74,0
chinook,adult,3.75,0
chinook,adult,3.76,0
chinook,adult,3.77,0
chinook,adult,3.78,0
chinook,adult,3.79,0
chinook,adult,3.8,0
chinook,adult,3.81,0
chinook,adult,3.82,0
chinook,adult,3.83,0
chinook,adult,3.84,0
chinook,adult,3.85,0
chinook,adult,3.86,0
chinook,adult,3.87,0
chinook,adult,3.88,0
chinook,adult,3.89,0
chinook,adult,3.9,0
chinook,adult,3.91,0
chinook,adult,3.92,0
chinook,adult,3.93,0
chinook,adult,3.94,0
chinook,adult,3.95,0
chinook,adult,3.96,0
chinook,adult,3.97,0
chinook,adult,3.98,0
chinook,adult,3.99,0
chinook,adult,4,0
coho,adult,0,0
coho,adult,0.01,0
coho,adult,0.02,0
coho,adult,0.03,0
coho,adult,0.04,0
coho,adult,0.05,0
coho,adult,0.06,0
coho,adult,0.07,0.05
coho,adult,0.08,0.1
coho,adult,0.09,0.15
coho,adult,0.1,0.2
coho,adult,0.11,0.25
coho,adult,0.12,0.3
coho,adult,0.13,0.33
coho,adult,0.14,0.36
coho,adult,0.15,0.4
coho,adult,0.16,0.43
coho,adult,0.17,0.46
coho,adult,0.18,0.5
coho,adult,0.19,0.53
coho,adult,0.2,0.55
coho,adult,0.21,0.58
coho,adult,0.22,0.6
coho,adult,0.23,0.63
coho,adult,0.24,0.66
coho,adult,0.25,0.7
coho,adult,0.26,0.72
coho,adult,0.27,0.74
coho,adult,0.28,0.76
coho,adult,0.29,0.78
coho,adult,0.3,0.8
coho,adult,0.31,0.82
coho,adult,0.32,0.84
coho,adult,0.33,0.86
coho,adult,0.34,0.88
coho,adult,0.35,0.9
coho,adult,0.36,0.91
coho,adult,0.37,0.92
coho,adult,0.38,0.93
coho,adult,0.39,0.94
coho,adult,0.4,0.95
coho,adult,0.41,0.96
coho,adult,0.42,0.97
coho,adult,0.43,0.98
coho,adult,0.44,0.99
coho,adult,0.45,1
coho,adult,0.46,1
coho,adult,0.47,1
coho,adult,0.48,1
coho,adult,0.49,1
coho,adult,0.5,1
coho,adult,0.51,1
coho,adult,0.52,1
coho,adult,0.53,1
coho,adult,0.54,1
coho,adult,0.55,1
coho,adult,0.56,1
coho,adult,0.57,1
coho,adult,0.58,1
coho,adult,0.59,1
coho,adult,0.6,1
coho,adult,0.61,1
coho,adult,0.62,1
coho,adult,0.63,1
coho,adult,0.64,1
coho,adult,0.65,1
coho,adult,0.66,1
coho,adult,0.67,1
coho,adult,0.68,1
coho,adult,0.69,1
coho,adult,0.7,1
coho,adult,0.71,0.99
coho,adult,0.72,0.96
coho,adult,0.73,0.95
coho,adult,0.74,0.93
coho,adult,0.75,0.91
coho,adult,0.76,0.9
coho,adult,0.77,0.88
coho,adult,0.78,0.86
coho,adult,0.79,0.84
coho,adult,0.8,0.83
coho,adult,0.81,0.81
coho,adult,0.82,0.79
coho,adult,0.83,0.77
coho,adult,0.84,0.75
coho,adult,0.85,0.74
coho,adult,0.86,0.72
coho,adult,0.87,0.7
coho,adult,0.88,0.69
coho,adult,0.89,0.67
coho,adult,0.9,0.65
coho,adult,0.91,0.63
coho,adult,0.92,0.62
coho,adult,0.93,0.6
coho,adult,0.94,0.59
coho,adult,0.95,0.57
coho,adult,0.96,0.56
coho,adult,0.97,0.55
coho,adult,0.98,0.53
coho,adult,0.99,0.52
coho,adult,1,0.51
coho,adult,1.01,0.5
coho,adult,1.02,0.48
coho,adult,1.03,0.47
coho,adult,1.04,0.45
coho,adult,1.05,0.44
coho,adult,1.06,0.43
coho,adult,1.07,0.42
coho,adult,1.08,0.4
coho,adult,1.09,0.39
coho,adult,1.1,0.38
coho,adult,1.11,0.36
coho,adult,1.12,0.35
coho,adult,1.13,0.34
coho,adult,1.14,0.32
coho,adult,1.15,0.31
coho,adult,1.16,0.3
coho,adult,1.17,0.29
coho,adult,1.18,0.27
coho,adult,1.19,0.26
coho,adult,1.2,0.25
coho,adult,1.21,0.23
coho,adult,1.22,0.22
coho,adult,1.23,0.21
coho,adult,1.24,0.19
coho,adult,1.25,0.18
coho,adult,1.26,0.17
coho,adult,1.27,0.15
coho,adult,1.28,0.14
coho,adult,1.29,0.13
coho,adult,1.3,0.12
coho,adult,1.31,0.1
coho,adult,1.32,0.09
coho,adult,1.33,0.08
coho,adult,1.34,0.06
coho,adult,1.35,0.05
coho,adult,1.36,0.04
coho,adult,1.37,0.03
coho,adult,1.38,0.02
coho,adult,1.39,0.01
coho,adult,1.4,0
coho,adult,1.41,0
coho,adult,1.42,0
coho,adult,1.43,0
coho,adult,1.44,0
coho,adult,1.45,0
coho,adult,1.46,0
coho,adult,1.47,0
coho,adult,1.48,0
coho,adult,1.49,0
coho,adult,1.5,0
coho,adult,1.51,0
coho,adult,1.52,0
coho,adult,1.53,0
coho,adult,1.54,0
coho,adult,1.55,0
coho,adult,1.56,0
coho,adult,1.57,0
coho,adult,1.58,0
coho,adult,1.59,0
coho,adult,1.6,0
coho,adult,1.61,0
coho,adult,1.62,0
coho,adult,1.63,0
coho,adult,1.64,0
coho,adult,1.65,0
coho,adult,1.66,0
coho,adult,1.67,0
coho,adult,1.68,0
coho,adult,1.69,0
coho,adult,1.7,0
coho,adult,1.71,0
coho,adult,1.72,0
coho,adult,1.73,0
coho,adult,1.74,0
coho,adult,1.75,0
coho,adult,1.76,0
coho,adult,1.77,0
coho,adult,1.78,0
coho,adult,1.79,0
coho,adult,1.8,0
coho,adult,1.81,0
coho,adult,1.82,0
coho,adult,1.83,0
coho,adult,1.84,0
coho,adult,1.85,0
coho,adult,1.86,0
coho,adult,1.87,0
coho,adult,1.88,0
coho,adult,1.89,0
coho,adult,1.9,0
coho,adult,1.91,0
coho,adult,1.92,0
coho,adult,1.93,0
coho,adult,1.94,0
coho,adult,1.95,0
coho,adult,1.96,0
coho,adult,1.97,0
coho,adult,1.98,0
coho,adult,1.99,0
coho,adult,2,0
coho,adult,2.01,0
coho,adult,2.02,0
coho,adult,2.03,0
coho,adult,2.04,0
coho,adult,2.05,0
coho,adult,2.06,0
coho,adult,2.07,0
coho,adult,2.08,0
coho,adult,2.09,0
coho,adult,2.1,0
coho,adult,2.11,0
coho,adult,2.12,0
coho,adult,2.13,0
coho,adult,2.14,0
coho,adult,2.15,0
coho,adult,2.16,0
coho,adult,2.17,0
coho,adult,2.18,0
coho,adult,2.19,0
coho,adult,2.2,0
coho,adult,2.21,0
coho,adult,2.22,0
coho,adult,2.23,0
coho,adult,2.24,0
coho,adult,2.25,0
coho,adult,2.26,0
coho,adult,2.27,0
coho,adult,2.28,0
coho,adult,2.29,0
coho,adult,2.3,0
coho,adult,2.31,0
coho,adult,2.32,0
coho,adult,2.33,0
coho,adult,2.34,0
coho,adult,2.35,0
coho,adult,2.36,0
coho,adult,2.37,0
coho,adult,2.38,0
coho,adult,2.39,0
coho,adult,2.4,0
coho,adult,2.41,0
coho,adult,2.42,0
coho,adult,2.43,0
coho,adult,2.44,0
coho,adult,2.45,0
coho,adult,2.46,0
coho,adult,2.47,0
coho,adult,2.48,0
coho,adult,2.49,0
coho,adult,2.5,0
coho,adult,2.51,0
coho,adult,2.52,0
coho,adult,2.53,0
coho,adult,2.54,0
coho,adult,2.55,0
coho,adult,2.56,0
coho,adult,2.57,0
coho,adult,2.58,0
coho,adult,2.59,0
coho,adult,2.6,0
coho,adult,2.61,0
coho,adult,2.62,0
coho,adult,2.63,0
coho,adult,2.64,0
coho,adult,2.65,0
coho,adult,2.66,0
coho,adult,2.67,0
coho,adult,2.68,0
coho,adult,2.69,0
coho,adult,2.7,0
coho,adult,2.71,0
coho,adult,2.72,0
coho,adult,2.73,0
coho,adult,2.74,0
coho,adult,2.75,0
coho,adult,2.76,0
coho,adult,2.77,0
coho,adult,2.78,0
coho,adult,2.79,0
coho,adult,2.8,0
coho,adult,2.81,0
coho,adult,2.82,0
coho,adult,2.83,0
coho,adult,2.84,0
coho,adult,2.85,0
coho,adult,2.86,0
coho,adult,2.87,0
coho,adult,2.88,0
coho,adult,2.89,0
coho,adult,2.9,0
coho,adult,2.91,0
coho,adult,2.92,0
coho,adult,2.93,0
coho,adult,2.94,0
coho,adult,2.95,0
coho,adult,2.96,0
coho,adult,2.97,0
coho,adult,2.98,0
coho,adult,2.99,0
coho,adult,3,0
coho,adult,3.01,0
coho,adult,3.02,0
coho,adult,3.03,0
coho,adult,3.04,0
coho,adult,3.05,0
coho,adult,3.06,0
coho,adult,3.07,0
coho,adult,3.08,0
coho,adult,3.09,0
coho,adult,3.1,0
coho,adult,3.11,0
coho,adult,3.12,0
coho,adult,3.13,0
coho,adult,3.14,0
coho,adult,3.15,0
coho,adult,3.16,0
coho,adult,3.17,0
coho,adult,3.18,0
coho,adult,3.19,0
coho,adult,3.2,0
coho,adult,3.21,0
coho,adult,3.22,0
coho,adult,3.23,0
coho,adult,3.24,0
coho,adult,3.25,0
coho,adult,3.26,0
coho,adult,3.27,0
coho,adult,3.28,0
coho,adult,3.29,0
coho,adult,3.3,0
coho,adult,3.31,0
coho,adult,3.32,0
coho,adult,3.33,0
coho,adult,3.34,0
coho,adult,3.35,0
coho,adult,3.36,0
coho,adult,3.37,0
coho,adult,3.38,0
coho,adult,3.39,0
coho,adult,3.4,0
coho,adult,3.41,0
coho,adult,3.42,0
coho,adult,3.43,0
coho,adult,3.44,0
coho,adult,3.45,0
coho,adult,3.46,0
coho,adult,3.47,0
coho,adult,3.48,0
coho,adult,3.49,0
coho,adult,3.5,0
coho,adult,3.51,0
coho,adult,3.52,0
coho,adult,3.53,0
coho,adult,3.54,0
coho,adult,3.55,0
coho,adult,3.56,0
